ccn,provider_name,state,county_raw,city,zip,latitude,longitude,county_name,geoid,county_name_official
675446,PRAIRIE MEADOWS REHABILITATION AND HEALTHCARE CENT,TX,Wilson,FLORESVILLE,78114,29.1399,-98.148,Wilson,48493,Wilson
675447,THE HIGHLANDS GUEST CARE CENTER,TX,Dallas,DALLAS,75243,32.9092,-96.748,Dallas,48113,Dallas
675452,Avir at Converse,TX,Bexar,CONVERSE,78109,29.533,-98.338,Bexar,48029,Bexar
675453,Collinwood Nursing and Rehabilitation,TX,Collin,PLANO,75074,33.0151,-96.674,Collin,48085,Collin
675454,WEST OAKS NURSING & REHAB CENTER,TX,Harris,HOUSTON,77082,29.7252,-95.655,Harris,48201,Harris
675458,Parkview Nursing and Rehabilitation Center,TX,Caldwell,Lockhart,78644,29.8684,-97.669,Caldwell,48055,Caldwell
675460,PARK HIGHLANDS NURSING & REHABILITATION CENTER,TX,Henderson,ATHENS,75751,32.1911,-95.848,Henderson,48213,Henderson
675462,PARKVIEW NURSING AND REHABILITATION CENTER,TX,Howard,BIG SPRING,79720,32.2177,-101.49,Howard,48227,Howard
675468,HICO NURSING AND REHABILITATION,TX,Hamilton,HICO,76457,31.9817,-98.038,Hamilton,48193,Hamilton
675469,HARMONY CARE AT FLORESVILLE,TX,Wilson,FLORESVILLE,78114,29.1321,-98.151,Wilson,48493,Wilson
675471,North Star Ranch Rehabilitation and Health Care Ce,TX,Fannin,Bonham,75418,33.5783,-96.186,Fannin,48147,Fannin
675475,WINDSOR NURSING AND REHABILITATION CENTER OF RAYMO,TX,Willacy,RAYMONDVILLE,78580,26.4748,-97.769,Willacy,48489,Willacy
675478,PRAIRIE HOUSE LIVING CENTER,TX,Hale,PLAINVIEW,79072,34.1948,-101.75,Hale,48189,Hale
675479,Franklin Heights Nursing & Rehabilitation,TX,El Paso,El Paso,79912,31.8322,-106.55,El Paso,48141,El Paso
675483,IOWA PARK HEALTHCARE CENTER,TX,Wichita,IOWA PARK,76367,33.9609,-98.68,Wichita,48485,Wichita
675484,WOODLAND PARK NURSING & REHAB,TX,San Jacinto,SHEPHERD,77371,30.48,-94.991,San Jacinto,48407,San Jacinto
675489,DEVINE HEALTH & REHABILITATION,TX,Medina,DEVINE,78016,29.1531,-98.891,Medina,48325,Medina
675490,GOLDEN VILLA,TX,Cass,ATLANTA,75551,33.1042,-94.166,Cass,48067,Cass
675493,Highland Park Care Center,TX,Harris,Houston,77022,29.8409,-95.376,Harris,48201,Harris
675494,Lone Star Ranch Rehabilitaion and Healthcare Cente,TX,Kleberg,Kingsville,78363,27.4911,-97.871,Kleberg,48273,Kleberg
675495,LAUREL COURT,TX,Brazoria,ALVIN,77511,29.3846,-95.234,Brazoria,48039,Brazoria
675496,SLATON CARE CENTER,TX,Lubbock,SLATON,79364,33.4337,-101.66,Lubbock,48303,Lubbock
675498,HILLSIDE HEIGHTS REHABILITATION SUITES,TX,Randall,AMARILLO,79119,35.1468,-101.94,Randall,48381,Randall
675501,LEGACY WEST REHABILITATION AND HEALTHCARE,TX,Navarro,CORSICANA,75110,32.0804,-96.502,Navarro,48349,Navarro
675502,PLEASANTON NORTH NURSING AND REHABILITATION,TX,Atascosa,PLEASANTON,78064,28.9589,-98.488,Atascosa,48013,Atascosa
675503,BEACON HILL,TX,Grayson,DENISON,75020,33.7227,-96.569,Grayson,48181,Grayson
675509,Parklane West Healthcare Center,TX,Bexar,San Antonio,78209,29.4628,-98.447,Bexar,48029,Bexar
675513,HERITAGE PLACE OF DECATUR,TX,Wise,DECATUR,76234,33.2396,-97.592,Wise,48497,Wise
675518,THE HILLTOP ON MAIN,TX,Bosque,MERIDIAN,76665,31.9335,-97.664,Bosque,48035,Bosque
675519,LARKSPUR,TX,Angelina,LUFKIN,75904,31.3433,-94.764,Angelina,48005,Angelina
675522,AVIR AT MONAHANS,TX,Ward,MONAHANS,79756,31.5774,-102.9,Ward,48475,Ward
675525,Willow Park Rehabilitation Health Care Center,TX,Bosque,Clifton,76634,31.7915,-97.589,Bosque,48035,Bosque
675527,Whisperwood Nursing & Rehabilitation Center,TX,Lubbock,Lubbock,79416,33.5923,-101.93,Lubbock,48303,Lubbock
675532,UVALDE HEALTHCARE AND REHABILITATION CENTER,TX,Uvalde,UVALDE,78801,29.2153,-99.794,Uvalde,48463,Uvalde
675533,JUNIPER VILLAGE AT SPICEWOOD SUMMIT,TX,Travis,AUSTIN,78759,30.373,-97.759,Travis,48453,Travis
675534,WHEELER NURSING & REHABILITATION,TX,Wheeler,WHEELER,79096,35.4394,-100.28,Wheeler,48483,Wheeler
675536,HILL COUNTRY HEIGHTS,TX,Coryell,COPPERAS COVE,76522,31.1242,-97.893,Coryell,48099,Coryell
675537,BROWNWOOD NURSING AND REHABILITATION,TX,Brown,BROWNWOOD,76801,31.6774,-98.995,Brown,48049,Brown
675538,Sugar Land Health Care Center,TX,Fort Bend,Sugar Land,77478,29.6168,-95.637,Fort Bend,48157,Fort Bend
675539,THE BRADFORD AT BROOKSIDE,TX,Polk,LIVINGSTON,77351,30.7335,-94.943,Polk,48373,Polk
675540,Liberty Health Care Center,TX,Liberty,Liberty,77575,30.0672,-94.798,Liberty,48291,Liberty
675541,Cascades at Senior Rehab,TX,Jefferson,Port Arthur,77642,29.9564,-93.984,Jefferson,48245,Jefferson
675542,JUNIPER VILLAGE AT LINCOLN HEIGHTS,TX,Bexar,SAN ANTONIO,78209,29.4977,-98.473,Bexar,48029,Bexar
675543,West Janisch Health Care Center,TX,Harris,Houston,77018,29.8373,-95.409,Harris,48201,Harris
675546,Trinity Care Center,TX,Williamson,Round Rock,78664,30.5115,-97.668,Williamson,48491,Williamson
675550,PECAN TREE REHAB AND HEALTHCARE CENTER,TX,Cooke,GAINESVILLE,76240,33.6251,-97.122,Cooke,48097,Cooke
675553,CARADAY OF QUITMAN,TX,Wood,QUITMAN,75783,32.7958,-95.432,Wood,48499,Wood
675554,Grace Care Center of Nocona,TX,Montague,Nocona,76255,33.7793,-97.732,Montague,48337,Montague
675556,CYPRESS WOODS CARE CENTER,TX,Brazoria,ANGLETON,77515,29.1681,-95.425,Brazoria,48039,Brazoria
675557,OASIS AT PEARLAND,TX,Brazoria,PEARLAND,77581,29.5601,-95.277,Brazoria,48039,Brazoria
675560,LAKE VILLAGE NURSING AND REHABILITATION CENTER,TX,Denton,LEWISVILLE,75057,33.0717,-97.013,Denton,48121,Denton
675561,HERITAGE PLAZA NURSING CENTER,TX,Bowie,TEXARKANA,75501,33.4687,-94.047,Bowie,48037,Bowie
675563,Colonial Nursing & Rehabilitation Center,TX,Smith,Lindale,75771,32.5105,-95.404,Smith,48423,Smith
675564,HARMONY CARE AT GIDDINGS,TX,Lee,GIDDINGS,78942,30.1937,-96.937,Lee,48287,Lee
675565,PARKWOOD HEALTHCARE COMMUNITY,TX,Tarrant,BEDFORD,76022,32.8313,-97.126,Tarrant,48439,Tarrant
675568,OASIS NURSING & REHABILITATION CENTER,TX,El Paso,EL PASO,79907,31.7041,-106.32,El Paso,48141,El Paso
675572,Glen Rose Nursing and Rehab Center,TX,Somervell,Glen Rose,76043,32.2405,-97.749,Somervell,48425,Somervell
675579,BEACON HARBOR HEALTHCARE AND REHABILITATION,TX,Rockwall,ROCKWALL,75087,32.9193,-96.507,Rockwall,48397,Rockwall
675581,THE VILLAGE AT HERITAGE OAKS,TX,Navarro,CORSICANA,75110,32.0822,-96.498,Navarro,48349,Navarro
675587,REGENCY MANOR HEALTHCARE CENTER,TX,Bell,TEMPLE,76504,31.1066,-97.373,Bell,48027,Bell
675592,C C YOUNG MEMORIAL HOME,TX,Dallas,DALLAS,75214,32.8544,-96.731,Dallas,48113,Dallas
675593,Wisteria Place,TX,Taylor,Abilene,79605,32.4119,-99.765,Taylor,48441,Taylor
675595,HARMONY CARE AT BEAUMONT,TX,Jefferson,BEAUMONT,77703,30.1043,-94.127,Jefferson,48245,Jefferson
675596,BARTON VALLEY REHABILITATION AND HEALTHCARE CENTE,TX,Travis,AUSTIN,78735,30.2353,-97.806,Travis,48453,Travis
675597,CRESTWOOD HEALTH AND REHABILITATION CENTER,TX,Van Zandt,WILLS POINT,75169,32.6998,-95.993,Van Zandt,48467,Van Zandt
675599,ROBERT LEE CARE CENTER,TX,Coke,ROBERT LEE,76945,31.8957,-100.49,Coke,48081,Coke
675602,Focused Care of Gilmer,TX,Upshur,Gilmer,75644,32.7306,-94.959,Upshur,48459,Upshur
675603,ROSE HAVEN RETREAT,TX,Cass,ATLANTA,75551,33.1071,-94.165,Cass,48067,Cass
675606,HARLINGEN NURSING AND REHABILITATION CENTER,TX,Cameron,HARLINGEN,78550,26.1696,-97.685,Cameron,48061,Cameron
675611,THE VILLAGES OF DALLAS,TX,Dallas,DALLAS,75216,32.6966,-96.795,Dallas,48113,Dallas
675612,Paradigm at Westbury,TX,Harris,Houston,77035,29.6556,-95.47,Harris,48201,Harris
675614,BALLINGER HEALTHCARE AND REHABILITATION CENTER,TX,Runnels,BALLINGER,76821,31.7523,-99.965,Runnels,48399,Runnels
675617,EAGLE PASS NURSING AND REHABILITATION,TX,Maverick,EAGLE PASS,78852,28.7151,-100.48,Maverick,48323,Maverick
675619,AVIR AT BURNET,TX,Burnet,BURNET,78611,30.756,-98.233,Burnet,48053,Burnet
675620,BEAUMONT NURSING AND REHABILITATION,TX,Jefferson,BEAUMONT,77707,30.0675,-94.139,Jefferson,48245,Jefferson
675622,Cityview Nursing and Rehabilitation Center,TX,Tarrant,Fort Worth,76132,32.6656,-97.42,Tarrant,48439,Tarrant
675624,WHITEHALL REHAB & NURSING,TX,Houston,CROCKETT,75835,31.3211,-95.437,Houston,48225,Houston
675625,Avir at Pasadena,TX,Harris,PASADENA,77504,29.6586,-95.178,Harris,48201,Harris
675630,Gulf Shores Rehabilitation & Healthcare Center,TX,Brooks,Falfurrias,78355,27.2125,-98.148,Brooks,48047,Brooks
675633,HOLLAND LAKE REHABILITATION AND WELLNESS CENTER,TX,Parker,WEATHERFORD,76086,32.7428,-97.779,Parker,48367,Parker
675635,EBONY LAKE NURSING AND REHABILITATION CENTER,TX,Cameron,BROWNSVILLE,78520,25.921,-97.512,Cameron,48061,Cameron
675637,WOOLDRIDGE PLACE NURSING CENTER,TX,Nueces,CORPUS CHRISTI,78414,27.6773,-97.351,Nueces,48355,Nueces
675638,Twin Pines Nursing and Rehabilitation,TX,Victoria,Victoria,77904,28.8465,-96.978,Victoria,48469,Victoria
675641,Avir at Seguin,TX,Guadalupe,SEGUIN,78155,29.567,-97.948,Guadalupe,48187,Guadalupe
675645,MESA SPRINGS HEALTHCARE CENTER,TX,Taylor,ABILENE,79606,32.3642,-99.781,Taylor,48441,Taylor
675646,SNYDER OAKS CARE CENTER,TX,Scurry,SNYDER,79549,32.7044,-100.89,Scurry,48415,Scurry
675648,CONROE HEALTH CARE CENTER,TX,Montgomery,CONROE,77301,30.3322,-95.467,Montgomery,48339,Montgomery
675649,STONEBRIDGE HEALTH REHAB,TX,Travis,AUSTIN,78736,30.2267,-97.952,Travis,48453,Travis
675650,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,Tarrant,FORT WORTH,76132,32.6625,-97.424,Tarrant,48439,Tarrant
675651,San Marcos Rehabilitation and Healthcare Center,TX,Hays,San Marcos,78666,29.8826,-97.945,Hays,48209,Hays
675656,WALNUT SPRINGS HEALTH AND REHABILITATION,TX,Guadalupe,SEGUIN,78155,29.586,-97.95,Guadalupe,48187,Guadalupe
675663,Fort Bend Healthcare Center,TX,Fort Bend,Rosenberg,77471,29.5366,-95.819,Fort Bend,48157,Fort Bend
675664,SUNNY SPRINGS NURSING & REHAB,TX,Hopkins,SULPHUR SPRINGS,75482,33.1528,-95.597,Hopkins,48223,Hopkins
675666,BRIARCLIFF HEALTH CENTER OF GREENVILLE,TX,Hunt,GREENVILLE,75401,33.1262,-96.121,Hunt,48231,Hunt
675668,Wood Memorial Nursing and Rehabilitation,TX,Wood,Mineola,75773,32.6766,-95.487,Wood,48499,Wood
675671,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,Harris,HOUSTON,77054,29.6918,-95.393,Harris,48201,Harris
675672,River Ridge Nursing & Rehabilitation,TX,Nueces,Corpus Christi,78410,27.8581,-97.663,Nueces,48355,Nueces
675677,DEL RIO NURSING AND REHABILITATION CENTER,TX,Val Verde,DEL RIO,78840,29.3597,-100.9,Val Verde,48465,Val Verde
675678,CARE CHOICE OF BOERNE,TX,Kendall,BOERNE,78006,29.7963,-98.732,Kendall,48259,Kendall
675680,BRENTWOOD PLACE ONE,TX,Dallas,DALLAS,75227,32.912,-96.875,Dallas,48113,Dallas
675681,BRONTE HEALTH AND REHAB CENTER,TX,Coke,BRONTE,76933,31.8791,-100.29,Coke,48081,Coke
675687,HOLIDAY HILL INC,TX,Coleman,COLEMAN,76834,31.8278,-99.443,Coleman,48083,Coleman
675689,Village Healthcare and Rehabilitation,TX,Hidalgo,McAllen,78501,26.2131,-98.261,Hidalgo,48215,Hidalgo
675690,GOLDEN ESTATES REHABILITATION CENTER,TX,Bexar,SAN ANTONIO,78201,29.4843,-98.538,Bexar,48029,Bexar
675691,HUNTSVILLE HEALTH CARE CENTER,TX,Walker,HUNTSVILLE,77340,30.7027,-95.541,Walker,48471,Walker
675695,COLLEGE STREET HEALTH CARE CENTER,TX,Jefferson,BEAUMONT,77707,30.0682,-94.138,Jefferson,48245,Jefferson
675696,Country Village Care,TX,Brazoria,Angleton,77515,29.1639,-95.441,Brazoria,48039,Brazoria
675697,THE ARMY RESIDENCE COMMUNITY HEALTH CARE CENTER,TX,Bexar,SAN ANTONIO,78239,29.5222,-98.345,Bexar,48029,Bexar
675700,HARMONY CARE AT BROOKSHIRE,TX,Waller,BROOKSHIRE,77423,29.7724,-95.951,Waller,48473,Waller
675701,Lawrence Street Health Care Center,TX,Harris,Tomball,77375,30.0878,-95.626,Harris,48201,Harris
675702,BRENTWOOD PLACE TWO,TX,Dallas,DALLAS,75227,32.912,-96.875,Dallas,48113,Dallas
675703,Cross Timbers Rehabilitation and Healthcare Center,TX,Denton,Flower Mound,75028,33.0408,-97.08,Denton,48121,Denton
675708,AVIR AT KEENELAND,TX,Parker,WEATHERFORD,76086,32.7518,-97.815,Parker,48367,Parker
675709,TIMBERIDGE NURSING AND REHABILITATION CENTER,TX,Jasper,JASPER,75951,30.908,-94.004,Jasper,48241,Jasper
675712,Avir at Itasca,TX,Hill,ITASCA,76055,32.1592,-97.143,Hill,48217,Hill
675714,TOMBALL REHAB & NURSING,TX,Harris,TOMBALL,77375,30.1038,-95.614,Harris,48201,Harris
675716,POST NURSING & REHAB CENTER,TX,Garza,POST,79356,33.1881,-101.38,Garza,48169,Garza
675717,San Rafael Nursing and Rehabiliation,TX,Nueces,Corpus Chrisit,78415,27.7362,-97.411,Nueces,48355,Nueces
675722,FOCUSED CARE AT FORT STOCKTON,TX,Pecos,FORT STOCKTON,79735,30.8892,-102.91,Pecos,48371,Pecos
675723,NAZARETH LIVING CARE CENTER,TX,El Paso,EL PASO,79903,31.7883,-106.43,El Paso,48141,El Paso
675729,STONECREEK NURSING & REHABILITATION,TX,San Augustine,SAN AUGUSTINE,75972,31.5274,-94.126,San Augustine,48405,San Augustine
675736,YOAKUM NURSING AND REHABILITATION CENTER,TX,Lavaca,YOAKUM,77995,29.3066,-97.13,Lavaca,48285,Lavaca
675739,Ridgewood at the Woodlands,TX,Montgomery,The Woodlands,77381,30.1718,-95.503,Montgomery,48339,Montgomery
675740,KNOPP NURSING & REHAB CENTER INC,TX,Gillespie,FREDERICKSBURG,78624,30.2565,-98.884,Gillespie,48171,Gillespie
675743,THE PHOENIX POST-ACUTE,TX,Galveston,TEXAS CITY,77590,29.3934,-94.901,Galveston,48167,Galveston
675744,Friendship Haven Healthcare and Rehabilitation Cen,TX,Galveston,Friendswood,77546,29.5076,-95.192,Galveston,48167,Galveston
675746,CORONADO NURSING CENTER,TX,Taylor,ABILENE,79603,32.467,-99.741,Taylor,48441,Taylor
675748,HERITAGE TRAILS NURSING AND REHABILITATION CENTER,TX,Johnson,CLEBURNE,76033,32.3441,-97.41,Johnson,48251,Johnson
675751,Focused Care at Odessa,TX,Ector,Odessa,79763,31.8485,-102.4,Ector,48135,Ector
675754,TRAYMORE NURSING CENTER,TX,Dallas,DALLAS,75209,32.848,-96.837,Dallas,48113,Dallas
675755,CAPSTONE HEALTHCARE OF DAINGERFIELD,TX,Morris,DAINGERFIELD,75638,33.0282,-94.714,Morris,48343,Morris
675756,Williamsburg Village Healthcare Campus,TX,Dallas,Desoto,75115,32.6423,-96.88,Dallas,48113,Dallas
675757,SIGNATURE POINTE,TX,Dallas,DALLAS,75254,32.948,-96.804,Dallas,48113,Dallas
675759,STONEGATE NURSING AND REHABILITATION,TX,Tarrant,FORT WORTH,76109,32.7123,-97.385,Tarrant,48439,Tarrant
675765,WALNUT PLACE,TX,Dallas,DALLAS,75231,32.8834,-96.764,Dallas,48113,Dallas
675766,THE COURTYARD REHABILITATION AND HEALTHCARE CENTER,TX,Victoria,VICTORIA,77901,28.8251,-96.97,Victoria,48469,Victoria
675767,REGENCY HOUSE,TX,Tom Green,SAN ANGELO,76901,31.4265,-100.52,Tom Green,48451,Tom Green
675768,MOUNTAIN VILLA NURSING CENTER,TX,El Paso,EL PASO,79930,31.8049,-106.46,El Paso,48141,El Paso
675769,HARMONY CARE AT STAMFORD,TX,Jones,STAMFORD,79553,32.9345,-99.785,Jones,48253,Jones
675773,Brookdale Trinity Towers,TX,Nueces,Corpus Christi,78401,27.7923,-97.398,Nueces,48355,Nueces
675774,LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE,TX,Hunt,GREENVILLE,75402,33.1111,-96.09,Hunt,48231,Hunt
675777,PARKWAY PLACE,TX,Harris,HOUSTON,77077,29.761,-95.628,Harris,48201,Harris
675779,Marine Creek Nursing and Rehabilitation,TX,Tarrant,Fort Worth,76106,32.8088,-97.369,Tarrant,48439,Tarrant
675783,THE VILLA AT MOUNTAIN VIEW,TX,Dallas,DALLAS,75211,32.7135,-96.909,Dallas,48113,Dallas
675785,EDINBURG NURSING AND REHABILITATION CENTER,TX,Hidalgo,EDINBURG,78539,26.2556,-98.186,Hidalgo,48215,Hidalgo
675788,OAK MANOR OF COMMERCE NURSING AND REHABILITATION,TX,Hunt,COMMERCE,75428,33.2312,-95.9,Hunt,48231,Hunt
675789,AVIR AT ARDEN WOOD,TX,Harris,HOUSTON,77055,29.8031,-95.507,Harris,48201,Harris
675790,GARLAND NURSING AND REHABILITATION,TX,Dallas,GARLAND,75042,32.9149,-96.665,Dallas,48113,Dallas
675791,Avir at Golfcrest,TX,Harris,Houston,77061,29.6723,-95.285,Harris,48201,Harris
675792,MANSFIELD NURSING & REHABILITATION CENTER,TX,Tarrant,MANSFIELD,76063,32.5658,-97.124,Tarrant,48439,Tarrant
675796,MERIDIAN CARE OF HEBBRONVILLE,TX,Jim Hogg,HEBBRONVILLE,78361,27.3189,-98.683,Jim Hogg,48247,Jim Hogg
675797,Weston Inn Nursing and Rehabilitation,TX,Bell,Temple,76504,31.0769,-97.371,Bell,48027,Bell
675798,ARBORETUM NURSING AND REHABILITATION CENTER OF WIN,TX,Chambers,WINNIE,77665,29.8268,-94.379,Chambers,48071,Chambers
675799,BRENHAM NURSING AND REHABILITATION CENTER,TX,Washington,BRENHAM,77833,30.1779,-96.404,Washington,48477,Washington
675800,LA VIDA SERENA NURSING AND REHABILITATION,TX,Val Verde,DEL RIO,78840,29.407,-100.92,Val Verde,48465,Val Verde
675801,GILMER NURSING AND REHABILITATION,TX,Upshur,GILMER,75644,32.7347,-94.944,Upshur,48459,Upshur
675802,KEMP CARE CENTER,TX,Kaufman,KEMP,75143,32.4289,-96.217,Kaufman,48257,Kaufman
675806,THE LAURENWOOD NURSING AND REHABILITATION,TX,Dallas,DUNCANVILLE,75116,32.6618,-96.913,Dallas,48113,Dallas
675808,WINDSOR REHABILITATION AND HEALTHCARE,TX,Kaufman,TERRELL,75160,32.7482,-96.317,Kaufman,48257,Kaufman
675809,AVIR AT LANCASTER,TX,Dallas,Lancaster,75146,32.6037,-96.768,Dallas,48113,Dallas
675810,"Lancaster LTC Partners, Inc.",TX,Dallas,Lancaster,75134,32.6066,-96.764,Dallas,48113,Dallas
675811,VICTORIA GARDENS OF FRISCO,TX,Collin,FRISCO,75035,33.1389,-96.787,Collin,48085,Collin
675812,WHISPERING PINES NURSING AND REHAB,TX,Wood,WINNSBORO,75494,32.948,-95.289,Wood,48499,Wood
675814,ARBOR GRACE GUEST CARE CENTER,TX,Gregg,KILGORE,75662,32.3639,-94.869,Gregg,48183,Gregg
675815,Kingsville Nursing and Rehabilitation Center,TX,Kleberg,Kingsville,78363,27.4871,-97.856,Kleberg,48273,Kleberg
675816,GREENBRIER NURSING & REHABILITATION CENTER OF PALE,TX,Anderson,PALESTINE,75803,31.7878,-95.62,Anderson,48001,Anderson
675817,Ft Worth Southwest Nursing Center,TX,Tarrant,Fort Worth,76133,32.6439,-97.404,Tarrant,48439,Tarrant
675818,PARK MANOR OF CYFAIR,TX,Harris,HOUSTON,77064,29.9267,-95.582,Harris,48201,Harris
675819,PARK MANOR OF SOUTH BELT,TX,Harris,HOUSTON,77089,29.5873,-95.206,Harris,48201,Harris
675820,THE LENNWOOD NURSING AND REHABILITATION,TX,Dallas,DALLAS,75237,32.6501,-96.877,Dallas,48113,Dallas
675821,Madisonville Care Center,TX,Madison,Madisonville,77864,30.9536,-95.913,Madison,48313,Madison
675822,Beltline Healthcare Center,TX,Dallas,Garland,75040,32.9335,-96.631,Dallas,48113,Dallas
675823,NORMANDY TERRACE NURSING & REHABILITATION CENTER,TX,Bexar,SAN ANTONIO,78220,29.4091,-98.404,Bexar,48029,Bexar
675826,SUNSET HOME,TX,Bosque,CLIFTON,76634,31.7759,-97.588,Bosque,48035,Bosque
675831,EDGEMERE ESTATES,TX,El Paso,EL PASO,79935,31.7916,-106.32,El Paso,48141,El Paso
675832,RISING STAR NURSING CENTER,TX,Eastland,RISING STAR,76471,32.0919,-98.965,Eastland,48133,Eastland
675834,BROOKDALE GALLERIA,TX,Harris,HOUSTON,77056,29.7371,-95.461,Harris,48201,Harris
675835,CHEROKEE TRAILS NURSING HOME,TX,Cherokee,RUSK,75785,31.813,-95.131,Cherokee,48073,Cherokee
675837,KRUSE VILLAGE SENIOR LIVING COMMUNITY,TX,Washington,BRENHAM,77833,30.1544,-96.38,Washington,48477,Washington
675838,BIRCHWOOD NURSING AND REHABILITATION,TX,Delta,COOPER,75432,33.3745,-95.7,Delta,48119,Delta
675840,Avir at Richland Hills,TX,Tarrant,Richland Hills,76118,32.8091,-97.227,Tarrant,48439,Tarrant
675842,MI CASITA NURSING AND REHABILITATION CENTER,TX,Lubbock,LUBBOCK,79410,33.5723,-101.91,Lubbock,48303,Lubbock
675846,AVIR AT SAN AUGUSTINE,TX,San Augustine,SAN AUGUSTINE,75972,31.528,-94.099,San Augustine,48405,San Augustine
675848,Focused Care at Webster,TX,Harris,Webster,77598,29.545,-95.123,Harris,48201,Harris
675849,FOCUSED CARE AT BURNET BAY,TX,Harris,BAYTOWN,77521,29.7653,-94.964,Harris,48201,Harris
675850,COASTAL PALMS NURSING & REHABILITATION,TX,San Patricio,PORTLAND,78374,27.8915,-97.314,San Patricio,48409,San Patricio
675851,GEORGIA MANOR NURSING HOME,TX,Randall,AMARILLO,79110,35.1615,-101.86,Randall,48381,Randall
675852,Advanced Rehabilitation and Healthcare of Wichita,TX,Wichita,Wichita Falls,76308,33.8548,-98.536,Wichita,48485,Wichita
675853,HANSFORD COUNTY HOSPITAL DISTRICT DBA LAKERIDGE NU,TX,Lubbock,LUBBOCK,79424,33.527,-101.91,Lubbock,48303,Lubbock
675856,Whitesboro Health and Rehabilitation Center,TX,Grayson,Whitesboro,76273,33.649,-96.89,Grayson,48181,Grayson
675857,William R Courtney Texas State Veterans Home,TX,Bell,Temple,76504,31.0816,-97.343,Bell,48027,Bell
675858,HERITAGE NURSING & REHABILITATION,TX,Bexar,SAN ANTONIO,78218,29.5035,-98.371,Bexar,48029,Bexar
675862,Avir at Park Bend,TX,Travis,Austin,78758,30.4085,-97.703,Travis,48453,Travis
675863,FRANK M TEJEDA TEXAS STATE VETERANS HOME,TX,Wilson,FLORESVILLE,78114,29.1284,-98.144,Wilson,48493,Wilson
675866,STEPHENVILLE NURSING AND REHABILITATION,TX,Erath,STEPHENVILLE,76401,32.208,-98.229,Erath,48143,Erath
675867,Kerens Care Center,TX,Navarro,Kerens,75144,32.1353,-96.228,Navarro,48349,Navarro
675868,HEREFORD NURSING & REHABILITATION,TX,Deaf Smith,HEREFORD,79045,34.8278,-102.42,Deaf Smith,48117,Deaf Smith
675870,Lindan Park Care Center LP,TX,Dallas,Richardson,75081,32.9661,-96.7,Dallas,48113,Dallas
675871,COMFORT NURSING AND REHABILITATION CENTER,TX,Kendall,COMFORT,78013,29.972,-98.907,Kendall,48259,Kendall
675873,CLYDE W COSPER TEXAS STATE VETERANS HOME,TX,Fannin,BONHAM,75418,33.5875,-96.168,Fannin,48147,Fannin
675874,LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME,TX,Howard,BIG SPRING,79720,32.2628,-101.46,Howard,48227,Howard
675877,GREENBRIER HEALTH CARE CENTER,TX,Tarrant,ARLINGTON,76011,32.7501,-97.109,Tarrant,48439,Tarrant
675878,Avir at Grand Saline,TX,Van Zandt,GRAND SALINE,75140,32.6812,-95.714,Van Zandt,48467,Van Zandt
675879,Terrell Healthcare Center,TX,Kaufman,Terrell,75160,32.7376,-96.278,Kaufman,48257,Kaufman
675880,STERLING COUNTY NURSING HOME,TX,Sterling,STERLING CITY,76951,31.8373,-100.98,Sterling,48431,Sterling
675881,AVIR AT PECOS,TX,Reeves,PECOS,79772,31.3755,-103.52,Reeves,48389,Reeves
675882,VICTORIA GARDENS OF ALLEN,TX,Collin,ALLEN,75002,33.0966,-96.66,Collin,48085,Collin
675883,SOUTHEAST NURSING & REHABILITATION CENTER,TX,Bexar,SAN ANTONIO,78222,29.375,-98.411,Bexar,48029,Bexar
675884,TEAGUE NURSING AND REHABILITATION,TX,Freestone,TEAGUE,75860,31.651,-96.304,Freestone,48161,Freestone
675885,Avir at Caldwell,TX,Burleson,Caldwell,77836,30.5654,-96.749,Burleson,48051,Burleson
675886,CORYELL HEALTH REHABLIVING AT THE MEADOWS,TX,Coryell,GATESVILLE,76528,31.4331,-97.78,Coryell,48099,Coryell
675887,St. Joseph Manor,TX,Brazos,Bryan,77802,30.6593,-96.351,Brazos,48041,Brazos
675888,REUNION PLAZA HEALTHCARE & REHABILITATION,TX,Smith,TYLER,75703,32.2918,-95.321,Smith,48423,Smith
675889,PLEASANT MANOR HEALTHCARE REHABILITATION,TX,Ellis,WAXAHACHIE,75165,32.3494,-96.855,Ellis,48139,Ellis
675890,THE HEIGHTS AT MEDICAL CENTER,TX,Bexar,SAN ANTONIO,78229,29.5195,-98.561,Bexar,48029,Bexar
675891,Decatur Hospital Authority,TX,Wise,Bridgeport,76426,33.2191,-97.752,Wise,48497,Wise
675892,GULF POINTE PLAZA,TX,Aransas,ROCKPORT,78382,28.0404,-97.051,Aransas,48007,Aransas
675894,PARK MANOR OF CONROE,TX,Montgomery,CONROE,77301,30.2812,-95.466,Montgomery,48339,Montgomery
675896,RIVER CITY CARE CENTER,TX,Bexar,SAN ANTONIO,78202,29.4276,-98.47,Bexar,48029,Bexar
675897,FRANKLIN NURSING HOME,TX,Robertson,FRANKLIN,77856,31.0281,-96.491,Robertson,48395,Robertson
675898,CEDAR LAKE NURSING HOME,TX,Henderson,MALAKOFF,75148,32.1735,-96.001,Henderson,48213,Henderson
